timestamp,bitcoin_usd,ethereum_usd,dogecoin_usd,solana_usd
2025-06-04T09:54:53.905220,105612,2613.39,0.195101,156.77
2025-06-04T09:55:05.449249,105612,2613.39,0.195101,156.77
2025-06-04T09:55:05.449249,105612,2613.39,0.195101,156.77
2025-06-04T09:55:05.449249,105612,2613.39,0.195101,156.77
2025-06-04T09:55:17.895973,105612,2613.39,0.195101,156.77
2025-06-04T09:55:17.895973,105612,2613.39,0.195101,156.77
2025-06-04T09:55:17.895973,105612,2613.39,0.195101,156.77
2025-06-04T09:55:37.659378,105616,2613.45,0.19512,156.78
2025-06-04T09:55:37.659378,105616,2613.45,0.19512,156.78
2025-06-04T09:55:37.659378,105616,2613.45,0.19512,156.78
2025-06-04T09:55:58.166018,105616,2613.45,0.19512,156.78
2025-06-04T09:55:58.166018,105616,2613.45,0.19512,156.78
2025-06-04T09:55:58.166018,105616,2613.45,0.19512,156.78
2025-06-04T09:56:17.405929,105616,2613.45,0.19512,156.78
2025-06-04T09:56:17.405929,105616,2613.45,0.19512,156.78
2025-06-04T09:56:17.405929,105616,2613.45,0.19512,156.78
2025-06-04T09:56:28.773326,105616,2613.45,0.19512,156.78
2025-06-04T09:56:28.773326,105616,2613.45,0.19512,156.78
2025-06-04T09:56:28.773326,105616,2613.45,0.19512,156.78
2025-06-04T09:56:42.958012,105609,2613.33,0.195102,156.8
2025-06-04T09:56:42.958012,105609,2613.33,0.195102,156.8
2025-06-04T09:56:42.958012,105609,2613.33,0.195102,156.8
2025-06-04T09:56:55.838918,105609,2613.33,0.195102,156.8
2025-06-04T09:56:55.838918,105609,2613.33,0.195102,156.8
2025-06-04T09:56:55.838918,105609,2613.33,0.195102,156.8
2025-06-04T09:57:10.215093,105609,2613.33,0.195102,156.8
2025-06-04T09:57:10.215093,105609,2613.33,0.195102,156.8
2025-06-04T09:57:10.215093,105609,2613.33,0.195102,156.8
2025-06-04T09:57:25.380501,105609,2613.33,0.195102,156.8
2025-06-04T09:57:25.380501,105609,2613.33,0.195102,156.8
